ID,class
292,7
293,8
294,5
295,8
296,7
297,2
298,1
299,0
300,1
301,0
302,7
303,1
304,8
305,4
306,0
307,6
308,0
309,3
310,5
311,7
312,0
313,3
314,7
315,2
316,5
317,5
318,4
319,8
320,1
321,6
322,9
323,9
324,6
325,4
326,3
327,7
328,3
329,7
330,0
331,5
332,6
333,7
334,2
335,5
336,0
337,5
338,1
339,0
340,7
341,0
342,8
343,7
344,3
345,8
346,5
347,3
348,2
349,9
350,5
351,1
352,2
353,0
354,9
355,0
356,9
357,3
358,7
359,0
360,0
361,4
362,4
363,0
364,0
365,3
366,1
367,1
368,6
369,2
370,4
371,9
372,6
373,7
374,1
375,9
376,2
377,9
378,9
379,4
380,2
381,2
382,1
383,0
384,8
385,5
386,6
387,1
388,1
389,3
390,6
391,3
392,8
393,0
394,3
395,7
396,3
397,5
398,5
399,7
400,7
401,4
402,6
403,5
404,0
405,4
406,0
407,6
408,8
409,2
410,6
411,8
412,0
413,9
414,6
415,9
416,0
417,7
418,0
419,8
420,0
421,3
422,5
423,9
424,6
425,8
426,5
427,6
428,8
429,0
430,2
431,6
432,6
433,4
434,8
435,5
436,0
437,2
438,8
439,7
440,5
441,0
442,1
443,5
444,9
445,1
446,2
447,0
448,3
449,3
450,2
451,1
452,1
453,6
454,8
455,3
456,7
457,8
458,3
459,9
460,8
461,7
462,1
463,5
464,5
465,2
466,0
467,2
468,8
469,8
470,9
471,0
472,8
473,5
474,4
475,6
476,4
477,1
478,6
479,3
480,1
481,0
482,5
483,5
484,8
485,5
486,9
487,6
488,6
489,3
490,0
491,1
492,3
493,0
494,4
495,0
496,7
497,6
498,7
499,1
500,2
501,3
502,9
503,5
504,7
505,3
506,3
507,4
508,4
509,3
510,8
511,1
512,8
513,3
514,0
515,8
516,2
517,3
518,3
519,2
520,5
521,2
522,4
523,5
524,8
525,5
526,6
527,6
528,4
529,1
530,2
531,3
532,8
533,4
534,5
535,8
536,6
537,7
538,7
539,4
540,3
541,5
542,1
543,9
544,6
545,7
546,9
547,1
548,1
549,6
550,9
551,4
552,5
553,1
554,1
555,7
556,6
557,9
558,6
559,5
560,8
561,6
562,7
563,2
564,7
565,5
566,9
567,8
568,2
569,8
570,3
571,8
572,0
573,2
574,4
575,5
576,0
577,4
578,9
579,6
580,7
581,7
582,4
583,2
584,7
585,4
586,0
587,6
588,2
589,5
590,4
591,0
592,0
593,7
594,4
595,1
596,1
597,2
598,7
599,6
600,8
601,1
602,4
603,2
604,9
605,0
606,4
607,8
608,3
609,3
610,4
611,8
612,4
613,5
614,4
615,5
616,2
617,6
618,5
619,8
620,1
621,5
622,1
623,5
624,7
625,7
626,2
627,5
628,9
629,4
630,6
631,1
632,1
633,0
634,1
635,8
636,0
637,9
638,0
639,5
640,9
641,9
642,2
643,4
644,5
645,0
646,9
647,5
648,8
649,6
650,2
651,5
652,5
653,8
654,5
655,2
656,8
657,2
658,3
659,6
660,8
661,5
662,3
663,7
664,2
665,4
666,1
667,4
668,6
669,8
670,9
671,8
672,5
673,3
674,7
675,1
676,9
677,6
678,1
679,4
680,5
681,8
682,8
683,5
684,8
685,0
686,7
687,5
688,6
689,4
690,1
691,8
692,1
693,7
694,8
695,8
696,9
697,7
698,7
699,0
700,0
701,6
702,0
703,3
704,6
705,0
706,5
707,8
708,4
709,8
710,6
711,0
712,1
713,2
714,2
715,5
716,3
717,7
718,8
719,0
720,4
721,5
722,1
723,2
724,2
725,6
726,9
727,3
728,9
729,3
730,5
731,4
732,1
733,1
734,0
735,9
736,1
737,4
738,5
739,6
740,0
741,2
742,4
743,7
744,2
745,4
746,2
747,5
748,7
749,9
750,1
751,2
752,3
753,7
754,9
755,8
756,0
757,5
758,8
759,0
760,3
761,0
762,6
763,8
764,5
765,6
766,3
767,3
768,3
769,5
770,1
771,2
772,2
773,9
774,5
775,2
776,0
777,1
778,6
779,1
780,3
781,1
782,9
783,3
784,4
785,1
786,7
787,4
788,1
789,8
790,0
791,1
792,5
793,7
794,2
795,7
796,1
797,5
798,8
799,1
800,7
801,7
802,5
803,7
804,7
805,4
806,7
807,7
808,7
809,2
810,5
811,8
812,4
813,5
814,3
815,9
816,0
817,1
818,1
819,6
820,8
821,1
822,5
823,0
824,9
825,6
826,5
827,6
828,1
829,5
830,0
831,2
832,8
833,2
834,6
835,5
836,9
837,0
838,9
839,5
840,4
841,1
842,3
843,1
844,3
845,0
846,8
847,8
848,9
849,0
850,7
851,6
852,3
853,7
854,8
855,5
856,6
857,2
858,6
859,3
860,9
861,2
862,9
863,8
864,2
865,4
866,9
867,4
868,9
869,3
870,9
871,4
872,2
873,1
874,4
875,5
876,4
877,8
878,5
879,8
880,1
881,6
882,2
883,9
884,0
885,8
886,5
887,5
888,9
889,1
890,1
891,4
892,9
893,8
894,3
895,6
896,3
897,0
898,1
899,1
900,0
901,0
902,1
903,9
904,6
905,5
906,0
907,4
908,6
909,6
910,5
911,7
912,9
913,6
914,1
915,5
916,5
917,3
918,2
919,1
920,4
921,5
922,0
923,3
924,0
925,2
926,9
927,4
928,7
929,6
930,8
931,8
932,3
933,6
934,2
935,3
936,1
937,1
938,7
939,1
940,0
941,5
942,1
943,3
944,6
945,8
946,6
947,9
948,9
949,5
950,4
951,5
952,6
953,9
954,1
955,0
956,2
957,9
958,0
959,6
960,3
961,6
962,9
963,1
964,1
965,0
966,3
967,5
968,7
969,3
970,2
971,5
972,8
973,9
974,7
975,1
976,2
977,5
978,3
979,3
980,6
981,5
982,9
983,7
984,4
985,0
986,6
987,7
988,6
989,9
990,0
991,9
992,9
993,4
994,5
995,2
996,1
997,7
998,1
999,3
1000,3
1001,6
1002,6
1003,4
1004,0
1005,5
1006,6
1007,5
1008,9
1009,5
1010,4
1011,1
1012,7
1013,7
1014,0
1015,5
1016,3
1017,9
1018,6
1019,2
1020,0
1021,1
1022,7
1023,0
1024,6
1025,5
1026,3
1027,9
1028,0
1029,2
1030,8
1031,8
1032,9
1033,5
1034,8
1035,1
1036,0
1037,8
1038,6
1039,0
1040,2
1041,6
1042,5
1043,8
1044,3
1045,0
1046,4
1047,1
1048,2
1049,3
1050,6
1051,7
1052,7
1053,1
1054,6
1055,1
1056,9
1057,3
1058,5
1059,8
1060,5
1061,4
1062,5
1063,0
1064,6
1065,0
1066,6
1067,1
1068,9
1069,6
1070,4
1071,2
1072,7
1073,1
1074,5
1075,4
1076,1
1077,7
1078,8
1079,9
1080,1
1081,5
1082,8
1083,1
1084,1
1085,1
1086,5
1087,7
1088,9
1089,1
1090,6
1091,8
1092,9
1093,0
1094,5
1095,8
1096,4
1097,3
1098,8
1099,8
1100,8
1101,7
1102,5
1103,5
1104,3
1105,2
1106,8
1107,9
1108,2
1109,2
1110,3
1111,6
1112,2
1113,8
1114,0
1115,5
1116,7
1117,8
1118,8
1119,5
1120,8
1121,3
1122,6
1123,3
1124,4
1125,0
1126,1
1127,9
1128,6
1129,1
1130,3
1131,3
1132,7
1133,2
1134,4
1135,8
1136,2
1137,4
1138,8
1139,4
1140,3
1141,5
1142,7
1143,6
1144,8
1145,5
1146,9
1147,6
1148,0
1149,6
1150,2
1151,5
1152,8
1153,9
1154,4
1155,7
1156,9
1157,2
1158,3
1159,3
1160,6
1161,9
1162,7
1163,5
1164,7
1165,4
1166,0
1167,8
1168,1
1169,8
1170,9
1171,1
1172,0
1173,8
1174,7
1175,3
1176,3
1177,8
1178,1
1179,9
1180,1
1181,1
1182,1
1183,8
1184,9
1185,4
1186,9
1187,1
1188,0
1189,9
1190,7
1191,4
1192,7
1193,2
1194,1
1195,8
1196,6
1197,7
1198,1
1199,1
1200,3
1201,6
1202,2
1203,3
1204,1
1205,2
1206,4
1207,4
1208,3
1209,2
1210,4
1211,1
1212,6
1213,6
1214,7
1215,6
1216,8
1217,1
1218,1
1219,3
1220,3
1221,5
1222,2
1223,8
1224,8
1225,0
1226,6
1227,5
1228,5
1229,4
1230,0
1231,5
1232,8
1233,8
1234,2
1235,6
1236,2
1237,9
1238,4
1239,0
1240,1
1241,6
1242,4
1243,9
1244,3
1245,9
1246,1
1247,4
1248,5
1249,2
1250,1
1251,5
1252,2
1253,4
1254,0
1255,1
1256,5
1257,8
1258,3
1259,5
1260,4
1261,6
1262,6
1263,7
1264,6
1265,0
1266,2
1267,9
1268,7
1269,1
1270,8
1271,5
1272,8
1273,0
1274,0
1275,9
1276,8
1277,2
1278,5
1279,2
1280,5
1281,4
1282,8
1283,4
1284,1
1285,3
1286,2
1287,2
1288,6
1289,3
1290,6
1291,0
1292,8
1293,9
1294,4
1295,2
1296,7
1297,0
1298,1
1299,8
1300,0
1301,6
1302,3
1303,6
1304,4
1305,9
1306,5
1307,3
1308,7
1309,2
1310,8
1311,1
1312,4
1313,8
1314,8
1315,4
1316,2
1317,4
1318,5
1319,9
1320,3
1321,2
1322,1
1323,5
1324,8
1325,8
1326,4
1327,7
1328,1
1329,0
1330,9
1331,5
1332,7
1333,4
1334,4
1335,5
1336,0
1337,0
1338,1
1339,7
1340,4
1341,0
1342,2
1343,7
1344,7
1345,2
1346,8
1347,5
1348,8
1349,5
1350,5
1351,8
1352,6
1353,8
1354,8
1355,2
1356,2
1357,5
1358,2
1359,4
1360,4
1361,7
1362,2
1363,7
1364,1
1365,5
1366,3
1367,8
1368,8
1369,0
1370,0
1371,1
1372,9
1373,1
1374,9
1375,7
1376,9
1377,6
1378,3
1379,6
1380,7
1381,4
1382,3
1383,1
1384,3
1385,4
1386,8
1387,6
1388,9
1389,9
1390,6
1391,8
1392,2
1393,5
1394,5
1395,4
1396,8
1397,8
1398,0
1399,6
1400,8
1401,9
1402,7
1403,2
1404,6
1405,5
1406,1
1407,9
1408,1
1409,4
1410,8
1411,2
1412,1
1413,8
1414,9
1415,9
1416,3
1417,3
1418,8
1419,7
1420,9
1421,5
1422,1
1423,8
1424,6
1425,7
1426,0
1427,4
1428,8
1429,9
1430,8
1431,5
1432,0
1433,9
1434,0
1435,5
1436,4
1437,8
1438,2
1439,5
1440,8
1441,2
1442,8
1443,6
1444,5
1445,5
1446,9
1447,9
1448,7
1449,7
1450,8
1451,4
1452,8
1453,5
1454,0
1455,2
1456,7
1457,2
1458,9
1459,8
1460,5
1461,1
1462,8
1463,5
1464,8
1465,4
1466,5
1467,4
1468,8
1469,5
1470,5
1471,5
1472,2
1473,5
1474,3
1475,5
1476,5
1477,3
1478,1
1479,5
1480,1
1481,5
1482,2
1483,2
1484,6
1485,5
1486,1
1487,4
1488,2
1489,1
1490,0
1491,8
1492,6
1493,2
1494,1
1495,5
1496,0
1497,5
1498,4
1499,3
1500,9
1501,4
1502,9
1503,6
1504,2
1505,3
1506,7
1507,3
1508,6
1509,0
1510,3
1511,8
1512,9
1513,9
1514,4
1515,3
1516,4
1517,7
1518,9
1519,3
1520,1
1521,0
1522,0
1523,3
1524,6
1525,8
1526,0
1527,0
1528,4
1529,0
1530,0
1531,1
1532,0
1533,3
1534,5
1535,1
1536,1
1537,4
1538,4
1539,7
1540,5
1541,5
1542,6
1543,7
1544,4
1545,1
1546,3
1547,8
1548,9
1549,8
1550,3
1551,4
1552,6
1553,7
1554,2
1555,8
1556,2
1557,1
1558,7
1559,8
1560,1
1561,6
1562,6
1563,4
1564,4
1565,8
1566,6
1567,7
1568,3
1569,6
1570,3
1571,0
1572,8
1573,7
1574,8
1575,7
1576,7
1577,7
1578,8
1579,0
1580,1
1581,6
1582,7
1583,8
1584,0
1585,9
1586,3
1587,6
1588,7
1589,5
1590,1
1591,6
1592,9
1593,4
1594,3
1595,3
1596,7
1597,0
1598,5
1599,7
1600,7
1601,3
1602,1
1603,5
1604,0
1605,2
1606,0
1607,4
1608,0
1609,3
1610,5
1611,8
1612,4
1613,9
1614,7
1615,0
1616,7
1617,1
1618,1
1619,6
1620,1
1621,1
1622,9
1623,2
1624,5
1625,6
1626,4
1627,3
1628,1
1629,1
1630,5
1631,1
1632,6
1633,5
1634,0
1635,9
1636,5
1637,1
1638,4
1639,0
1640,2
1641,4
1642,8
1643,5
1644,9
1645,3
1646,8
1647,4
1648,1
1649,8
1650,6
1651,9
1652,3
1653,3
1654,0
1655,2
1656,3
1657,2
1658,0
1659,0
1660,3
1661,3
1662,7
1663,6
1664,3
1665,8
1666,5
1667,4
1668,6
1669,8
1670,3
1671,3
1672,5
1673,4
1674,9
1675,1
1676,6
1677,3
1678,5
1679,5
1680,9
1681,5
1682,5
1683,8
1684,0
1685,6
1686,0
1687,3
1688,4
1689,9
1690,2
1691,1
1692,9
1693,5
1694,7
1695,4
1696,0
1697,6
1698,1
1699,0
1700,8
1701,8
1702,2
1703,1
1704,8
1705,0
1706,2
1707,9
1708,5
1709,2
1710,5
1711,9
1712,8
1713,0
1714,5
1715,1
1716,6
1717,8
1718,2
1719,0
1720,1
1721,5
1722,8
1723,2
1724,1
1725,3
1726,0
1727,9
1728,7
1729,3
1730,2
1731,0
1732,6
1733,7
1734,4
1735,7
1736,3
1737,0
1738,1
1739,6
1740,8
1741,1
1742,1
1743,8
1744,8
1745,5
1746,8
1747,3
1748,2
1749,8
1750,5
1751,4
1752,7
1753,7
1754,2
1755,8
1756,1
1757,5
1758,1
1759,6
1760,1
1761,8
1762,1
1763,3
1764,2
1765,5
1766,5
1767,5
1768,5
1769,7
1770,7
1771,1
1772,4
1773,8
1774,3
1775,5
1776,8
1777,6
1778,0
1779,9
1780,0
1781,9
1782,1
1783,1
1784,0
1785,1
1786,9
1787,6
1788,0
1789,7
1790,8
1791,9
1792,8
1793,6
1794,0
1795,8
1796,1
1797,7
1798,9
1799,1
1800,8
1801,6
1802,7
1803,3
1804,8
1805,8
1806,3
1807,6
1808,3
1809,5
1810,7
1811,2
1812,3
1813,1
1814,4
1815,2
1816,6
1817,5
1818,5
1819,5
1820,3
1821,6
1822,1
1823,0
1824,0
1825,6
1826,7
1827,2
1828,7
1829,3
1830,0
1831,0
1832,0
1833,2
1834,7
1835,2
1836,3
1837,3
1838,6
1839,5
1840,2
1841,4
1842,2
1843,3
1844,0
1845,5
1846,0
1847,3
1848,1
1849,8
1850,5
1851,4
1852,1
1853,3
1854,3
1855,0
1856,6
1857,7
1858,3
1859,5
1860,3
1861,4
1862,7
1863,8
1864,7
1865,7
1866,7
1867,4
1868,2
1869,3
1870,0
1871,0
1872,5
1873,9
1874,7
1875,8
1876,0
1877,8
1878,4
1879,7
1880,4
1881,6
1882,3
1883,1
1884,9
1885,0
1886,5
1887,5
1888,3
1889,1
1890,0
1891,9
1892,8
1893,6
1894,6
1895,2
1896,1
1897,6
1898,4
1899,5
1900,2
1901,2
1902,0
1903,8
1904,1
1905,3
1906,1
1907,9
1908,4
1909,1
1910,6
1911,0
1912,5
1913,8
1914,3
1915,5
1916,8
1917,9
1918,6
1919,7
1920,0
1921,6
1922,6
1923,7
1924,5
1925,7
1926,7
1927,4
1928,1
1929,0
1930,0
1931,4
1932,8
1933,6
1934,1
1935,5
1936,9
1937,3
1938,8
1939,7
1940,6
1941,5
1942,8
1943,2
1944,5
1945,3
1946,7
1947,0
1948,9
1949,6
1950,0
1951,1
1952,1
1953,9
1954,3
1955,4
1956,1
1957,4
1958,0
1959,9
1960,2
1961,5
1962,9
1963,1
1964,1
1965,4
1966,0
1967,0
1968,6
1969,1
1970,0
1971,4
1972,5
1973,9
1974,2
1975,0
1976,3
1977,3
1978,5
1979,1
1980,9
1981,2
1982,0
1983,1
1984,6
1985,2
1986,5
1987,1
1988,1
1989,4
1990,1
1991,6
1992,4
1993,3
1994,5
1995,4
1996,7
1997,5
1998,2
1999,6
2000,6
2001,4
2002,9
2003,9
2004,5
2005,2
2006,5
2007,0
2008,6
2009,4
2010,7
2011,1
2012,1
2013,4
2014,4
2015,4
2016,2
2017,1
2018,6
2019,2
2020,7
2021,6
2022,4
2023,8
2024,1
2025,8
2026,5
2027,8
2028,5
2029,3
2030,3
2031,4
2032,8
2033,9
2034,7
2035,3
2036,8
2037,3
2038,2
2039,2
2040,9
2041,8
2042,2
2043,3
2044,6
2045,5
2046,1
2047,7
2048,4
2049,8
2050,1
2051,5
2052,4
2053,9
2054,2
2055,5
2056,4
2057,1
2058,2
2059,1
2060,0
2061,7
2062,0
2063,5
2064,4
2065,9
2066,5
2067,6
2068,8
2069,7
2070,2
2071,2
2072,5
2073,7
2074,6
2075,0
2076,8
2077,2
2078,4
2079,4
2080,9
2081,9
2082,3
2083,7
2084,8
2085,9
2086,3
2087,5
2088,0
2089,7
2090,2
2091,7
2092,2
2093,1
2094,8
2095,0
2096,8
2097,1
2098,9
2099,7
2100,0
2101,7
2102,7
2103,2
2104,6
2105,5
2106,6
2107,3
2108,0
2109,0
2110,5
2111,9
2112,3
2113,0
2114,8
2115,5
2116,0
2117,0
2118,5
2119,8
2120,2
2121,0
2122,1
2123,6
2124,3
2125,5
2126,5
2127,1
2128,0
2129,6
2130,8
2131,7
2132,6
2133,8
2134,8
2135,3
2136,6
2137,6
2138,6
2139,3
2140,2
2141,1
2142,7
2143,3
2144,4
2145,3
2146,3
2147,2
2148,7
2149,7
2150,1
2151,1
2152,1
2153,9
2154,5
2155,6
2156,8
2157,2
2158,3
2159,7
2160,5
2161,0
2162,8
2163,6
2164,7
2165,0
2166,7
2167,8
2168,8
2169,7
2170,1
2171,5
2172,2
2173,7
2174,8
2175,3
2176,9
2177,7
2178,3
2179,9
2180,8
2181,1
2182,9
2183,2
2184,3
2185,9
2186,8
2187,6
2188,3
2189,2
2190,6
2191,3
2192,0
2193,1
2194,1
2195,1
2196,7
2197,8
2198,6
2199,2
2200,3
2201,3
2202,6
2203,5
2204,9
2205,1
2206,2
2207,1
2208,0
2209,9
2210,8
2211,3
2212,6
2213,5
2214,3
2215,4
2216,2
2217,3
2218,1
2219,8
2220,6
2221,8
2222,1
2223,7
2224,8
2225,1
2226,2
2227,1
2228,3
2229,0
2230,5
2231,3
2232,6
2233,0
2234,0
2235,9
2236,8
2237,9
2238,6
2239,4
2240,0
2241,6
2242,4
2243,7
2244,9
2245,5
2246,5
2247,6
2248,4
2249,0
2250,1
2251,2
2252,0
2253,4
2254,4
2255,7
2256,1
2257,0
2258,7
2259,7
2260,0
2261,1
2262,8
2263,5
2264,3
2265,8
2266,8
2267,7
2268,2
2269,8
2270,9
2271,4
2272,3
2273,2
2274,4
2275,9
2276,9
2277,1
2278,7
2279,6
2280,3
2281,3
2282,0
2283,5
2284,2
2285,2
2286,6
2287,9
2288,8
2289,7
2290,9
2291,1
2292,5
2293,9
2294,0
2295,5
2296,0
2297,6
2298,0
2299,9
2300,7
2301,5
2302,9
2303,2
2304,8
2305,9
2306,2
2307,0
2308,2
2309,8
2310,0
2311,9
2312,1
2313,5
2314,8
2315,6
2316,2
2317,3
2318,6
2319,5
2320,5
2321,5
2322,5
2323,0
2324,7
2325,4
2326,1
2327,0
2328,1
2329,1
2330,8
2331,9
2332,4
2333,7
2334,0
2335,9
2336,0
2337,2
2338,7
2339,3
2340,6
2341,6
2342,3
2343,5
2344,9
2345,7
2346,6
2347,2
2348,9
2349,1
2350,7
2351,8
2352,3
2353,5
2354,8
2355,7
2356,7
2357,5
2358,0
2359,7
2360,6
2361,7
2362,8
2363,3
2364,3
2365,5
2366,1
2367,3
2368,1
2369,3
2370,5
2371,6
2372,8
2373,8
2374,9
2375,5
2376,3
2377,7
2378,6
2379,5
2380,9
2381,3
2382,4
2383,1
2384,8
2385,2
2386,6
2387,1
2388,6
2389,9
2390,9
2391,6
2392,3
2393,5
2394,3
2395,6
2396,4
2397,7
2398,1
2399,5
2400,0
2401,5
2402,8
2403,7
2404,0
2405,9
2406,4
2407,9
2408,0
2409,0
2410,2
2411,9
2412,9
2413,2
2414,5
2415,4
2416,4
2417,5
2418,8
2419,6
2420,3
2421,5
2422,5
2423,8
2424,2
2425,8
2426,2
2427,4
2428,8
2429,6
2430,2
2431,6
2432,6
2433,1
2434,9
2435,4
2436,1
2437,4
2438,5
2439,5
2440,9
2441,4
2442,3
2443,5
2444,8
2445,4
2446,9
2447,4
2448,3
2449,9
2450,0
2451,0
2452,0
2453,9
2454,1
2455,8
2456,8
2457,9
2458,1
2459,7
2460,2
2461,0
2462,4
2463,3
2464,9
2465,7
2466,1
2467,7
2468,6
2469,6
2470,0
2471,7
2472,2
2473,1
2474,9
2475,4
2476,1
2477,4
2478,8
2479,9
2480,0
2481,5
2482,1
2483,1
2484,7
2485,4
2486,6
2487,2
2488,7
2489,6
2490,6
2491,8
2492,3
2493,5
2494,4
2495,3
2496,6
2497,5
2498,9
2499,0
2500,0
2501,1
2502,8
2503,6
2504,8
2505,0
2506,8
2507,8
2508,8
2509,7
2510,2
2511,2
2512,4
2513,5
2514,4
2515,1
2516,0
2517,9
2518,5
2519,1
2520,3
2521,9
2522,5
2523,9
2524,3
2525,4
2526,7
2527,6
2528,5
2529,2
2530,3
2531,1
2532,3
2533,8
2534,6
2535,3
2536,7
2537,7
2538,0
2539,9
2540,4
2541,8
2542,4
2543,8
2544,5
2545,8
2546,5
2547,7
2548,1
2549,0
2550,4
2551,0
2552,5
2553,9
2554,7
2555,1
2556,0
2557,9
2558,9
2559,6
2560,5
2561,6
2562,5
2563,7
2564,3
2565,2
2566,6
2567,4
2568,3
2569,5
2570,5
2571,2
2572,7
2573,9
2574,3
2575,2
2576,6
2577,8
2578,8
2579,2
2580,0
2581,1
2582,3
2583,6
2584,8
2585,9
2586,8
2587,8
2588,5
2589,9
2590,3
2591,6
2592,6
2593,1
2594,1
2595,7
2596,5
2597,7
2598,3
2599,0
2600,1
2601,8
2602,5
2603,4
2604,9
2605,9
2606,6
2607,3
2608,8
2609,9
2610,5
2611,9
2612,4
2613,3
2614,2
2615,1
2616,3
2617,5
2618,0
2619,7
2620,1
2621,9
2622,2
2623,6
2624,5
2625,0
2626,6
2627,4
2628,2
2629,7
2630,5
2631,2
2632,0
2633,6
2634,8
2635,8
2636,8
2637,9
2638,9
2639,9
2640,1
2641,9
2642,6
2643,0
2644,1
2645,8
2646,6
2647,8
2648,1
2649,4
2650,7
2651,7
2652,4
2653,8
2654,0
2655,9
2656,0
2657,8
2658,8
2659,2
2660,4
2661,0
2662,1
2663,3
2664,7
2665,2
2666,2
2667,2
2668,3
2669,1
2670,2
2671,1
2672,6
2673,5
2674,5
2675,7
2676,3
2677,7
2678,4
2679,7
2680,1
2681,9
2682,3
2683,4
2684,3
2685,6
2686,7
2687,8
2688,1
2689,1
2690,8
2691,4
2692,9
2693,1
2694,8
2695,6
2696,8
2697,1
2698,6
2699,1
2700,6
2701,8
2702,7
2703,8
2704,8
2705,6
2706,4
2707,6
2708,4
2709,6
2710,1
2711,2
2712,1
2713,6
2714,3
2715,2
2716,5
2717,1
2718,9
2719,0
2720,4
2721,1
2722,3
2723,7
2724,0
2725,5
2726,8
2727,0
2728,7
2729,7
2730,0
2731,7
2732,7
2733,4
2734,6
2735,5
2736,7
2737,0
2738,0
2739,7
2740,8
2741,2
2742,5
2743,9
2744,8
2745,8
2746,0
2747,5
2748,1
2749,0
2750,8
2751,3
2752,0
2753,9
2754,0
2755,8
2756,9
2757,8
2758,9
2759,2
2760,9
2761,9
2762,1
2763,1
2764,5
2765,9
2766,4
2767,8
2768,6
2769,3
2770,4
2771,5
2772,1
2773,2
2774,6
2775,4
2776,8
2777,7
2778,9
2779,9
2780,4
2781,4
2782,0
2783,0
2784,5
2785,4
2786,3
2787,5
2788,4
2789,5
2790,1
2791,7
2792,5
2793,9
2794,7
2795,7
2796,1
2797,5
2798,0
2799,2
2800,5
2801,8
2802,2
2803,8
2804,2
2805,9
2806,0
2807,1
2808,7
2809,6
2810,2
2811,9
2812,2
2813,8
2814,4
2815,1
2816,3
2817,7
2818,1
2819,1
2820,8
2821,4
2822,5
2823,0
2824,2
2825,8
2826,9
2827,9
2828,9
2829,6
2830,8
2831,5
2832,0
2833,1
2834,0
2835,3
2836,1
2837,7
2838,4
2839,3
2840,0
2841,1
2842,8
2843,4
2844,2
2845,7
2846,7
2847,9
2848,7
2849,2
2850,0
2851,0
2852,7
2853,2
2854,7
2855,7
2856,8
2857,0
2858,1
2859,8
2860,5
2861,6
2862,7
2863,5
2864,3
2865,2
2866,0
2867,5
2868,2
2869,8
2870,1
2871,2
2872,3
2873,2
2874,3
2875,5
2876,4
2877,9
2878,0
2879,4
2880,7
2881,8
2882,1
2883,5
2884,3
2885,8
2886,7
2887,8
2888,1
2889,4
2890,1
2891,5
2892,2
2893,0
2894,6
2895,1
2896,5
2897,4
2898,6
2899,0
2900,2
2901,6
2902,1
2903,7
2904,0
2905,6
2906,7
2907,1
2908,6
2909,0
2910,5
2911,5
2912,8
2913,2
2914,2
2915,7
2916,7
2917,5
2918,1
2919,7
2920,6
2921,8
2922,2
2923,0
2924,1
2925,4
2926,7
2927,1
2928,1
2929,2
2930,5
2931,8
2932,8
2933,0
2934,5
2935,2
2936,0
2937,7
2938,7
2939,4
2940,8
2941,1
2942,1
2943,4
2944,6
2945,0
2946,9
2947,4
2948,7
2949,7
2950,5
2951,9
2952,8
2953,8
2954,3
2955,1
2956,9
2957,3
2958,7
2959,8
2960,7
2961,4
2962,9
2963,1
2964,1
2965,1
2966,4
2967,9
2968,3
2969,4
2970,3
2971,0
2972,4
2973,5
2974,3
2975,3
2976,2
2977,7
2978,4
2979,8
2980,4
2981,3
2982,0
2983,8
2984,5
2985,3
2986,9
2987,2
2988,7
2989,3
2990,4
2991,6
2992,1
2993,2
2994,3
2995,0
2996,2
2997,0
