ID,class
481,0
482,5
483,5
484,8
485,5
486,1
487,6
488,6
489,3
490,0
491,1
492,3
493,0
494,3
495,2
496,7
497,6
498,7
499,1
500,2
501,9
502,0
503,7
504,7
505,3
506,3
507,4
508,2
509,2
510,8
511,1
512,8
513,3
514,0
515,8
516,2
517,6
518,2
519,2
520,5
521,2
522,7
523,7
524,9
525,5
526,6
527,6
528,4
529,4
530,3
531,3
532,8
533,4
534,7
535,1
536,6
537,7
538,7
539,4
540,5
541,5
542,6
543,7
544,3
545,9
546,9
547,2
548,9
549,5
550,9
551,4
552,5
553,1
554,1
555,7
556,6
557,9
558,6
559,5
560,1
561,6
562,7
563,2
564,2
565,5
566,9
567,8
568,7
569,8
570,2
571,8
572,0
573,2
574,4
575,6
576,0
577,6
578,8
579,6
580,0
581,7
582,3
583,6
584,7
585,4
586,1
587,6
588,5
589,3
590,4
591,8
592,4
593,7
594,3
595,1
596,1
597,2
598,4
599,6
600,8
601,8
602,7
603,3
604,9
605,0
606,4
607,8
608,7
609,7
610,4
611,0
612,7
613,6
614,4
615,5
616,2
617,6
618,7
619,0
620,1
621,5
622,9
623,5
624,7
625,7
626,7
627,5
628,9
629,7
630,6
631,9
632,8
633,0
634,9
635,8
636,4
637,8
638,0
639,1
640,9
641,9
642,2
643,4
644,5
645,9
646,9
647,6
648,0
649,6
650,4
651,5
652,5
653,8
654,5
655,2
656,8
657,4
658,3
659,6
660,8
661,4
662,3
663,7
664,2
665,4
666,7
667,4
668,6
669,8
670,9
671,8
672,4
673,3
674,4
675,1
676,9
677,6
678,9
679,8
680,3
681,8
682,0
683,5
684,8
685,2
686,7
687,5
688,6
689,4
690,1
691,8
692,3
693,7
694,8
695,8
696,8
697,5
698,7
699,0
700,8
701,3
702,0
703,3
704,5
705,0
706,3
707,8
708,5
709,8
710,3
711,0
712,9
713,2
714,2
715,7
716,5
717,7
718,8
719,0
720,4
721,3
722,9
723,2
724,2
725,6
726,9
727,3
728,9
729,7
730,5
731,4
732,9
733,1
734,0
735,9
736,4
737,6
738,4
739,6
740,0
741,3
742,4
743,7
744,2
745,4
746,8
747,5
748,7
749,9
750,1
751,2
752,3
753,7
754,9
755,0
756,0
757,4
758,8
759,4
760,3
761,0
762,6
763,8
764,3
765,6
766,5
767,5
768,3
769,5
770,0
771,2
772,2
773,9
774,2
775,6
776,0
777,9
778,3
779,8
780,3
781,1
782,9
783,3
784,4
785,1
786,5
787,6
788,1
789,8
790,0
791,9
792,7
793,7
794,5
795,7
796,1
797,3
798,8
799,1
800,7
801,7
802,5
803,7
804,7
805,4
806,4
807,7
808,7
809,2
810,6
811,0
812,9
813,2
814,2
815,9
816,4
817,0
818,2
819,6
820,8
821,1
822,4
823,8
824,6
825,6
826,4
827,6
828,1
829,5
830,0
831,5
832,8
833,2
834,6
835,5
836,1
837,0
838,9
839,2
840,4
841,1
842,3
843,1
844,3
845,8
846,8
847,0
848,1
849,8
850,7
851,6
852,3
853,7
854,8
855,5
856,6
857,2
858,6
859,3
860,3
861,3
862,9
863,8
864,7
865,4
866,1
867,4
868,9
869,5
870,9
871,4
872,2
873,1
874,2
875,6
876,6
877,9
878,3
879,7
880,1
881,6
882,4
883,1
884,0
885,5
886,5
887,5
888,9
889,1
890,1
891,4
892,9
893,0
894,3
895,6
896,3
897,8
898,9
899,9
900,8
901,0
902,1
903,9
904,6
905,5
906,4
907,5
908,6
909,4
910,5
911,7
912,1
913,6
914,7
915,5
916,3
917,2
918,2
919,9
920,4
921,2
922,2
923,5
924,0
925,7
926,9
927,2
928,7
929,2
930,1
931,0
932,5
933,6
934,2
935,3
936,9
937,1
938,7
939,9
940,0
941,7
942,8
943,7
944,6
945,8
946,6
947,6
948,9
949,5
950,4
951,3
952,6
953,1
954,6
955,0
956,4
957,9
958,0
959,6
960,3
961,5
962,9
963,0
964,3
965,0
966,6
967,5
968,2
969,3
970,2
971,5
972,8
973,1
974,9
975,8
976,2
977,7
978,3
979,1
980,6
981,5
982,9
983,7
984,7
985,1
986,5
987,7
988,6
989,9
990,0
991,9
992,1
993,4
994,5
995,2
996,1
997,7
998,1
999,5
1000,2
1001,6
1002,6
1003,4
1004,2
1005,8
1006,6
1007,3
1008,9
1009,5
1010,7
1011,1
1012,7
1013,7
1014,0
1015,4
1016,2
1017,8
1018,6
1019,2
1020,0
1021,1
1022,7
1023,2
1024,3
1025,5
1026,2
1027,8
1028,1
1029,3
1030,8
1031,8
1032,9
1033,5
1034,8
1035,1
1036,0
1037,1
1038,6
1039,8
1040,2
1041,6
1042,3
1043,2
1044,3
1045,0
1046,3
1047,0
1048,6
1049,5
1050,6
1051,7
1052,7
1053,1
1054,3
1055,1
1056,9
1057,3
1058,7
1059,8
1060,6
1061,2
1062,3
1063,0
1064,6
1065,8
1066,6
1067,0
1068,9
1069,6
1070,4
1071,2
1072,7
1073,1
1074,4
1075,4
1076,1
1077,7
1078,8
1079,9
1080,1
1081,5
1082,0
1083,1
1084,1
1085,5
1086,5
1087,9
1088,9
1089,1
1090,6
1091,8
1092,9
1093,4
1094,5
1095,0
1096,0
1097,3
1098,8
1099,8
1100,8
1101,7
1102,5
1103,5
1104,5
1105,4
1106,0
1107,1
1108,9
1109,2
1110,3
1111,4
1112,4
1113,8
1114,0
1115,4
1116,7
1117,8
1118,8
1119,5
1120,8
1121,3
1122,6
1123,3
1124,3
1125,2
1126,1
1127,0
1128,2
1129,8
1130,6
1131,3
1132,7
1133,2
1134,4
1135,3
1136,2
1137,4
1138,8
1139,4
1140,1
1141,3
1142,7
1143,6
1144,9
1145,5
1146,7
1147,6
1148,0
1149,6
1150,2
1151,6
1152,8
1153,9
1154,7
1155,7
1156,9
1157,2
1158,4
1159,3
1160,6
1161,4
1162,2
1163,3
1164,7
1165,3
1166,0
1167,0
1168,1
1169,8
1170,9
1171,1
1172,0
1173,7
1174,2
1175,5
1176,6
1177,8
1178,1
1179,9
1180,1
1181,9
1182,0
1183,8
1184,9
1185,4
1186,8
1187,1
1188,2
1189,9
1190,7
1191,1
1192,8
1193,2
1194,1
1195,8
1196,4
1197,7
1198,9
1199,1
1200,3
1201,6
1202,4
1203,6
1204,1
1205,2
1206,2
1207,4
1208,3
1209,2
1210,4
1211,1
1212,6
1213,6
1214,7
1215,6
1216,8
1217,1
1218,9
1219,6
1220,7
1221,5
1222,0
1223,8
1224,8
1225,0
1226,6
1227,5
1228,2
1229,4
1230,0
1231,2
1232,8
1233,5
1234,2
1235,6
1236,2
1237,9
1238,4
1239,0
1240,1
1241,6
1242,4
1243,1
1244,7
1245,9
1246,1
1247,4
1248,5
1249,2
1250,1
1251,5
1252,4
1253,6
1254,1
1255,1
1256,5
1257,9
1258,3
1259,3
1260,5
1261,4
1262,3
1263,7
1264,6
1265,4
1266,6
1267,9
1268,9
1269,1
1270,8
1271,5
1272,8
1273,0
1274,0
1275,3
1276,8
1277,2
1278,5
1279,2
1280,5
1281,4
1282,8
1283,4
1284,9
1285,7
1286,2
1287,4
1288,2
1289,6
1290,6
1291,0
1292,1
1293,9
1294,7
1295,0
1296,7
1297,0
1298,7
1299,9
1300,0
1301,6
1302,3
1303,6
1304,3
1305,3
1306,5
1307,3
1308,7
1309,2
1310,8
1311,7
1312,4
1313,8
1314,8
1315,4
1316,2
1317,4
1318,5
1319,9
1320,4
1321,2
1322,8
1323,5
1324,8
1325,8
1326,2
1327,7
1328,9
1329,8
1330,9
1331,7
1332,7
1333,4
1334,7
1335,4
1336,0
1337,0
1338,9
1339,7
1340,3
1341,0
1342,2
1343,7
1344,9
1345,7
1346,8
1347,5
1348,8
1349,5
1350,6
1351,0
1352,2
1353,0
1354,0
1355,4
1356,7
1357,5
1358,2
1359,4
1360,4
1361,7
1362,2
1363,7
1364,1
1365,5
1366,3
1367,8
1368,8
1369,0
1370,8
1371,1
1372,9
1373,1
1374,9
1375,7
1376,9
1377,6
1378,3
1379,6
1380,7
1381,7
1382,3
1383,1
1384,7
1385,4
1386,8
1387,6
1388,9
1389,9
1390,6
1391,0
1392,2
1393,3
1394,5
1395,4
1396,8
1397,8
1398,0
1399,9
1400,4
1401,9
1402,7
1403,2
1404,6
1405,5
1406,1
1407,9
1408,1
1409,4
1410,8
1411,2
1412,1
1413,8
1414,9
1415,9
1416,3
1417,1
1418,6
1419,4
1420,9
1421,7
1422,1
1423,8
1424,6
1425,2
1426,8
1427,4
1428,8
1429,9
1430,2
1431,5
1432,0
1433,9
1434,0
1435,4
1436,2
1437,8
1438,5
1439,5
1440,8
1441,2
1442,8
1443,7
1444,3
1445,5
1446,9
1447,9
1448,7
1449,7
1450,8
1451,4
1452,8
1453,3
1454,0
1455,2
1456,7
1457,7
1458,9
1459,8
1460,3
1461,9
1462,4
1463,7
1464,8
1465,4
1466,5
1467,4
1468,1
1469,3
1470,5
1471,5
1472,2
1473,5
1474,3
1475,6
1476,5
1477,4
1478,1
1479,4
1480,8
1481,6
1482,4
1483,3
1484,6
1485,5
1486,8
1487,5
1488,2
1489,1
1490,0
1491,0
1492,6
1493,2
1494,1
1495,5
1496,4
1497,2
1498,4
1499,6
1500,9
1501,4
1502,9
1503,3
1504,2
1505,5
1506,7
1507,3
1508,6
1509,0
1510,4
1511,8
1512,9
1513,9
1514,4
1515,5
1516,4
1517,7
1518,9
1519,7
1520,1
1521,0
1522,4
1523,3
1524,5
1525,8
1526,0
1527,6
1528,7
1529,0
1530,1
1531,8
1532,7
1533,3
1534,7
1535,2
1536,1
1537,4
1538,4
1539,7
1540,5
1541,3
1542,6
1543,5
1544,4
1545,1
1546,3
1547,8
1548,9
1549,8
1550,5
1551,3
1552,6
1553,7
1554,7
1555,8
1556,4
1557,1
1558,6
1559,8
1560,1
1561,6
1562,5
1563,4
1564,4
1565,8
1566,7
1567,7
1568,5
1569,6
1570,5
1571,0
1572,9
1573,4
1574,0
1575,6
1576,7
1577,7
1578,8
1579,0
1580,9
1581,6
1582,7
1583,8
1584,0
1585,8
1586,4
1587,6
1588,7
1589,3
1590,1
1591,6
1592,0
1593,4
1594,3
1595,3
1596,5
1597,0
1598,6
1599,6
1600,7
1601,4
1602,1
1603,5
1604,0
1605,4
1606,2
1607,6
1608,8
1609,7
1610,5
1611,8
1612,0
1613,9
1614,7
1615,0
1616,4
1617,5
1618,1
1619,6
1620,1
1621,9
1622,1
1623,4
1624,2
1625,6
1626,4
1627,3
1628,1
1629,1
1630,7
1631,5
1632,6
1633,5
1634,0
1635,9
1636,5
1637,1
1638,6
1639,0
1640,2
1641,4
1642,8
1643,5
1644,9
1645,4
1646,9
1647,6
1648,1
1649,8
1650,3
1651,1
1652,3
1653,9
1654,0
1655,4
1656,3
1657,2
1658,0
1659,9
1660,5
1661,3
1662,7
1663,6
1664,6
1665,8
1666,5
1667,4
1668,6
1669,8
1670,3
1671,3
1672,5
1673,4
1674,9
1675,8
1676,6
1677,6
1678,5
1679,5
1680,9
1681,7
1682,6
1683,8
1684,4
1685,6
1686,0
1687,7
1688,4
1689,1
1690,2
1691,1
1692,9
1693,5
1694,7
1695,4
1696,0
1697,4
1698,1
1699,4
1700,8
1701,0
1702,2
1703,3
1704,8
1705,0
1706,2
1707,9
1708,2
1709,7
1710,5
1711,9
1712,8
1713,2
1714,5
1715,1
1716,3
1717,8
1718,2
1719,0
1720,1
1721,7
1722,8
1723,2
1724,1
1725,3
1726,2
1727,9
1728,7
1729,3
1730,2
1731,0
1732,4
1733,7
1734,7
1735,6
1736,3
1737,0
1738,1
1739,6
1740,8
1741,1
1742,9
1743,8
1744,8
1745,4
1746,1
1747,7
1748,0
1749,8
1750,5
1751,2
1752,7
1753,7
1754,9
1755,8
1756,3
1757,7
1758,1
1759,6
1760,1
1761,8
1762,9
1763,6
1764,2
1765,2
1766,5
1767,5
1768,3
1769,4
1770,7
1771,9
1772,4
1773,8
1774,3
1775,5
1776,8
1777,6
1778,0
1779,9
1780,0
1781,6
1782,1
1783,1
1784,0
1785,1
1786,2
1787,6
1788,0
1789,7
1790,3
1791,9
1792,8
1793,4
1794,8
1795,8
1796,1
1797,7
1798,9
1799,1
1800,8
1801,6
1802,7
1803,3
1804,8
1805,8
1806,5
1807,6
1808,3
1809,4
1810,7
1811,9
1812,3
1813,3
1814,4
1815,3
1816,6
1817,3
1818,5
1819,2
1820,5
1821,6
1822,1
1823,0
1824,8
1825,6
1826,7
1827,4
1828,7
1829,3
1830,0
1831,0
1832,6
1833,2
1834,8
1835,2
1836,6
1837,3
1838,3
1839,5
1840,2
1841,4
1842,2
1843,3
1844,0
1845,5
1846,0
1847,3
1848,1
1849,8
1850,5
1851,7
1852,1
1853,3
1854,1
1855,8
1856,6
1857,7
1858,4
1859,3
1860,0
1861,7
1862,7
1863,8
1864,7
1865,7
1866,7
1867,3
1868,2
1869,3
1870,9
1871,0
1872,3
1873,9
1874,7
1875,9
1876,0
1877,8
1878,6
1879,7
1880,7
1881,6
1882,4
1883,1
1884,9
1885,8
1886,3
1887,5
1888,3
1889,1
1890,0
1891,9
1892,8
1893,6
1894,9
1895,2
1896,2
1897,6
1898,4
1899,6
1900,2
1901,2
1902,8
1903,8
1904,1
1905,3
1906,1
1907,0
1908,4
1909,1
1910,6
1911,0
1912,3
1913,8
1914,3
1915,2
1916,8
1917,9
1918,6
1919,7
1920,6
1921,6
1922,6
1923,7
1924,5
1925,7
1926,7
1927,7
1928,1
1929,2
1930,0
1931,2
1932,8
1933,6
1934,1
1935,5
1936,8
1937,3
1938,8
1939,7
1940,6
1941,4
1942,8
1943,2
1944,2
1945,7
1946,7
1947,0
1948,9
1949,6
1950,4
1951,7
1952,1
1953,9
1954,3
1955,5
1956,1
1957,4
1958,0
1959,9
1960,7
1961,5
1962,9
1963,3
1964,6
1965,3
1966,0
1967,0
1968,6
1969,9
1970,9
1971,7
1972,7
1973,1
1974,5
1975,0
1976,7
1977,3
1978,5
1979,1
1980,9
1981,2
1982,0
1983,1
1984,6
1985,2
1986,5
1987,1
1988,1
1989,4
1990,9
1991,6
1992,4
1993,3
1994,5
1995,4
1996,5
1997,5
1998,0
1999,4
2000,6
2001,4
2002,9
2003,9
2004,3
2005,6
2006,4
2007,0
2008,6
2009,4
2010,7
2011,1
2012,1
2013,4
2014,4
2015,4
2016,7
2017,1
2018,6
2019,2
2020,7
2021,0
2022,4
2023,8
2024,1
2025,0
2026,6
2027,8
2028,4
2029,4
2030,3
2031,6
2032,8
2033,9
2034,9
2035,4
2036,8
2037,3
2038,2
2039,2
2040,9
2041,0
2042,2
2043,3
2044,6
2045,2
2046,1
2047,2
2048,6
2049,8
2050,1
2051,7
2052,4
2053,9
2054,8
2055,5
2056,7
2057,8
2058,7
2059,1
2060,0
2061,9
2062,4
2063,7
2064,7
2065,8
2066,5
2067,6
2068,8
2069,7
2070,2
2071,2
2072,5
2073,7
2074,6
2075,0
2076,8
2077,3
2078,4
2079,3
2080,9
2081,9
2082,4
2083,7
2084,8
2085,2
2086,3
2087,5
2088,0
2089,7
2090,2
2091,7
2092,1
2093,1
2094,0
2095,9
2096,8
2097,1
2098,1
2099,7
2100,0
2101,7
2102,7
2103,2
2104,6
2105,5
2106,6
2107,6
2108,5
2109,0
2110,5
2111,9
2112,3
2113,0
2114,8
2115,5
2116,0
2117,9
2118,7
2119,8
2120,2
2121,0
2122,1
2123,6
2124,3
2125,5
2126,5
2127,1
2128,0
2129,2
2130,8
2131,7
2132,6
2133,0
2134,8
2135,5
2136,6
2137,6
2138,6
2139,4
2140,2
2141,1
2142,2
2143,3
2144,4
2145,3
2146,5
2147,3
2148,7
2149,9
2150,1
2151,4
2152,1
2153,9
2154,5
2155,7
2156,0
2157,2
2158,3
2159,7
2160,5
2161,0
2162,0
2163,6
2164,7
2165,9
2166,7
2167,6
2168,8
2169,2
2170,1
2171,1
2172,2
2173,7
2174,8
2175,3
2176,1
2177,7
2178,5
2179,1
2180,8
2181,1
2182,9
2183,2
2184,3
2185,9
2186,3
2187,6
2188,3
2189,4
2190,6
2191,5
2192,2
2193,1
2194,9
2195,1
2196,1
2197,8
2198,6
2199,2
2200,2
2201,0
2202,6
2203,5
2204,9
2205,9
2206,2
2207,9
2208,8
2209,9
2210,8
2211,3
2212,6
2213,5
2214,7
2215,4
2216,0
2217,5
2218,9
2219,8
2220,5
2221,8
2222,1
2223,7
2224,0
2225,9
2226,2
2227,1
2228,3
2229,0
2230,7
2231,4
2232,8
2233,0
2234,9
2235,9
2236,0
2237,1
2238,6
2239,7
2240,0
2241,6
2242,4
2243,7
2244,9
2245,6
2246,6
2247,6
2248,4
2249,9
2250,1
2251,4
2252,0
2253,4
2254,4
2255,2
2256,1
2257,8
2258,7
2259,7
2260,0
2261,1
2262,8
2263,2
2264,4
2265,8
2266,1
2267,4
2268,2
2269,8
2270,9
2271,4
2272,5
2273,2
2274,6
2275,9
2276,1
2277,1
2278,7
2279,4
2280,2
2281,7
2282,8
2283,7
2284,6
2285,2
2286,6
2287,6
2288,8
2289,5
2290,9
2291,1
2292,9
2293,9
2294,0
2295,4
2296,0
2297,6
2298,0
2299,9
2300,7
2301,5
2302,9
2303,2
2304,8
2305,9
2306,2
2307,0
2308,2
2309,8
2310,0
2311,9
2312,1
2313,4
2314,8
2315,6
2316,2
2317,3
2318,6
2319,5
2320,5
2321,4
2322,3
2323,0
2324,0
2325,4
2326,1
2327,0
2328,1
2329,1
2330,8
2331,1
2332,4
2333,4
2334,0
2335,2
2336,8
2337,3
2338,7
2339,1
2340,6
2341,6
2342,9
2343,5
2344,9
2345,7
2346,6
2347,2
2348,0
2349,3
2350,7
2351,8
2352,3
2353,5
2354,8
2355,5
2356,6
2357,3
2358,0
2359,6
2360,6
2361,4
2362,8
2363,6
2364,3
2365,8
2366,3
2367,5
2368,9
2369,9
2370,2
2371,6
2372,8
2373,0
2374,9
2375,7
2376,1
2377,7
2378,6
2379,3
2380,1
2381,3
2382,4
2383,1
2384,8
2385,0
2386,6
2387,1
2388,6
2389,0
2390,9
2391,6
2392,4
2393,9
2394,3
2395,6
2396,4
2397,7
2398,1
2399,5
2400,0
2401,5
2402,8
2403,7
2404,0
2405,9
2406,7
2407,9
2408,8
2409,0
2410,2
2411,0
2412,9
2413,7
2414,5
2415,4
2416,2
2417,5
2418,8
2419,6
2420,8
2421,3
2422,5
2423,8
2424,2
2425,8
2426,4
2427,4
2428,8
2429,6
2430,6
2431,6
2432,6
2433,1
2434,1
2435,5
2436,1
2437,4
2438,6
2439,5
2440,1
2441,4
2442,7
2443,3
2444,8
2445,3
2446,9
2447,4
2448,3
2449,9
2450,0
2451,0
2452,0
2453,0
2454,1
2455,2
2456,0
2457,9
2458,1
2459,7
2460,2
2461,0
2462,4
2463,7
2464,0
2465,7
2466,1
2467,5
2468,6
2469,6
2470,4
2471,7
2472,3
2473,1
2474,9
2475,2
2476,1
2477,4
2478,8
2479,9
2480,0
2481,5
2482,3
2483,8
2484,7
2485,4
2486,6
2487,4
2488,7
2489,6
2490,6
2491,9
2492,4
2493,3
2494,4
2495,3
2496,6
2497,7
2498,9
2499,0
2500,2
2501,0
2502,9
2503,4
2504,8
2505,0
2506,8
2507,8
2508,0
2509,7
2510,2
2511,6
2512,4
2513,7
2514,6
2515,9
2516,0
2517,9
2518,3
2519,1
2520,3
2521,9
2522,6
2523,9
2524,3
2525,4
2526,3
2527,0
2528,5
2529,2
2530,6
2531,8
2532,7
2533,0
2534,6
2535,3
2536,7
2537,7
2538,0
2539,9
2540,6
2541,8
2542,4
2543,8
2544,5
2545,8
2546,5
2547,7
2548,1
2549,5
2550,4
2551,0
2552,3
2553,9
2554,7
2555,1
2556,0
2557,1
2558,1
2559,6
2560,2
2561,6
2562,5
2563,7
2564,3
2565,2
2566,6
2567,4
2568,3
2569,5
2570,2
2571,4
2572,7
2573,8
2574,3
2575,2
2576,4
2577,8
2578,8
2579,2
2580,0
2581,1
2582,3
2583,2
2584,8
2585,9
2586,3
2587,8
2588,2
2589,9
2590,6
2591,6
2592,6
2593,1
2594,1
2595,7
2596,6
2597,7
2598,6
2599,0
2600,1
2601,8
2602,3
2603,4
2604,9
2605,9
2606,6
2607,5
2608,9
2609,1
2610,9
2611,9
2612,4
2613,2
2614,2
2615,1
2616,8
2617,5
2618,0
2619,6
2620,1
2621,0
2622,4
2623,6
2624,5
2625,0
2626,6
2627,0
2628,2
2629,0
2630,5
2631,2
2632,9
2633,6
2634,8
2635,8
2636,4
2637,3
2638,9
2639,9
2640,1
2641,9
2642,4
2643,0
2644,7
2645,8
2646,6
2647,8
2648,8
2649,2
2650,7
2651,5
2652,4
2653,8
2654,1
2655,9
2656,0
2657,4
2658,0
2659,2
2660,4
2661,0
2662,0
2663,5
2664,7
2665,2
2666,2
2667,2
2668,3
2669,1
2670,3
2671,1
2672,6
2673,5
2674,5
2675,7
2676,5
2677,7
2678,7
2679,3
2680,9
2681,6
2682,3
2683,7
2684,5
2685,6
2686,7
2687,0
2688,1
2689,1
2690,5
2691,6
2692,9
2693,9
2694,8
2695,6
2696,8
2697,1
2698,6
2699,1
2700,6
2701,8
2702,7
2703,8
2704,8
2705,6
2706,4
2707,6
2708,4
2709,6
2710,0
2711,3
2712,1
2713,6
2714,3
2715,0
2716,2
2717,1
2718,9
2719,2
2720,4
2721,1
2722,6
2723,3
2724,8
2725,7
2726,8
2727,0
2728,4
2729,7
2730,2
2731,7
2732,7
2733,4
2734,2
2735,7
2736,1
2737,0
2738,0
2739,7
2740,8
2741,5
2742,3
2743,1
2744,8
2745,8
2746,0
2747,7
2748,1
2749,0
2750,8
2751,3
2752,8
2753,9
2754,0
2755,6
2756,9
2757,8
2758,4
2759,3
2760,1
2761,0
2762,1
2763,9
2764,3
2765,9
2766,4
2767,8
2768,6
2769,8
2770,8
2771,5
2772,1
2773,2
2774,6
2775,4
2776,8
2777,7
2778,9
2779,9
2780,4
2781,0
2782,0
2783,0
2784,6
2785,4
2786,5
2787,7
2788,7
2789,3
2790,1
2791,7
2792,3
2793,9
2794,2
2795,7
2796,9
2797,9
2798,0
2799,2
2800,5
2801,0
2802,2
2803,8
2804,2
2805,9
2806,0
2807,1
2808,6
2809,2
2810,2
2811,9
2812,5
2813,0
2814,4
2815,8
2816,3
2817,2
2818,1
2819,9
2820,0
2821,4
2822,5
2823,2
2824,2
2825,8
2826,9
2827,9
2828,2
2829,6
2830,8
2831,2
2832,8
2833,1
2834,0
2835,3
2836,1
2837,7
2838,4
2839,4
2840,2
2841,1
2842,8
2843,4
2844,2
2845,7
2846,7
2847,9
2848,7
2849,5
2850,0
2851,0
2852,7
2853,4
2854,7
2855,7
2856,8
2857,0
2858,1
2859,8
2860,7
2861,2
2862,2
2863,5
2864,3
2865,0
2866,0
2867,5
2868,2
2869,8
2870,1
2871,2
2872,3
2873,2
2874,6
2875,5
2876,4
2877,1
2878,0
2879,4
2880,7
2881,0
2882,4
2883,5
2884,3
2885,8
2886,7
2887,8
2888,1
2889,4
2890,1
2891,5
2892,2
2893,0
2894,6
2895,1
2896,7
2897,4
2898,4
2899,0
2900,2
2901,6
2902,1
2903,7
2904,2
2905,6
2906,7
2907,1
2908,2
2909,0
2910,5
2911,5
2912,8
2913,4
2914,2
2915,0
2916,3
2917,5
2918,1
2919,7
2920,6
2921,8
2922,0
2923,8
2924,1
2925,4
2926,7
2927,1
2928,1
2929,7
2930,7
2931,8
2932,8
2933,0
2934,5
2935,2
2936,0
2937,4
2938,7
2939,4
2940,4
2941,1
2942,1
2943,4
2944,6
2945,0
2946,9
2947,4
2948,7
2949,7
2950,5
2951,9
2952,5
2953,8
2954,3
2955,9
2956,9
2957,3
2958,7
2959,6
2960,7
2961,4
2962,9
2963,1
2964,1
2965,1
2966,4
2967,9
2968,6
2969,5
2970,3
2971,2
2972,7
2973,5
2974,3
2975,3
2976,2
2977,7
2978,6
2979,8
2980,7
2981,2
2982,2
2983,8
2984,4
2985,3
2986,9
2987,4
2988,7
2989,6
2990,4
2991,6
2992,1
2993,2
2994,5
2995,0
2996,2
2997,7
